112.17,18.805,2.0072,2110.6,5.8391,830.76,162.87,-17.054,21812,3.6867e+05,3,26,326,96.534,17.942,2.035,2268.8,7.8358,869.69,149.06,-9.944,47885,4.1845e+05,1,41,352,16.815,4.5602,0.58088,724.54,11.058,231.85,26.492,-4.934,27169,1.0805e+05,1,64,341,81.287,14.486,1.6299,1770.9,14.175,540.69,121.98,-9.5138,34451,2.7264e+05,1,38,323,12.991,3.7003,0.62858,1112.6,1.677,1106.3,19.863,-0.582,2.741e+05,23287,9,292,313,3.242,0.96196,0.15602,234.83,0.96422,232.41,4.2762,-0.32892,54196,9048.7,17,290,329,122.6,23.691,2.7511,2976.8,5.1778,1865.8,189.34,-4.8582,84442,7.3088e+05,8,50,359,59.745,10.397,1.154,1221.3,21.506,294.22,88.281,-7.8438,20372,1.7171e+05,2,34,329,13.53,2.6827,0.31111,463.58,5.0404,387.29,21.229,-1.2652,13477,44402,1,45,150,63.533,12.578,1.5067,1631.4,16.507,975.66,98.529,-3.8207,62167,3.8072e+05,1,60,354,69.246,12.683,1.419,1475.7,44.037,168.57,106.68,-12.55,24329,1.6211e+05,6,38,322,48.018,9.013,1.0343,1073.3,48.07,282.35,73.757,-5.1112,24794,1.7939e+05,4,44,352,12.001,4.3898,0.68449,1021.1,-0.99959,1018.2,14.068,-1.7458,1.4539e+05,15292,15,190,205,0.53916,0.059972,0.0018479,-35.563,-0.06537,-36.474,1.6446,-2.4037,-224.47,-1158.6,1,7,37,160.27,29.701,3.523,3639.5,97.988,646.09,243.82,-20.748,1.102e+05,5.0388e+05,1,53,360,35.858,8.2074,1.0186,973.2,10.17,-3312.5,66.419,-33.577,27965,-4.2421e+05,1,67,319,54.849,18.954,2.5942,2746.6,27.927,1155.8,65.256,-10.981,1.4006e+05,4.2845e+05,1,98,332,29.35,4.9988,0.53735,541.68,10.446,9.185,43.343,-6.9582,4766.7,33074,1,27,262,16.869,2.4714,0.26125,387.89,-0.4798,3.8462,37.878,-47.265,3892.5,2752.2,1,16,35,1
95.035,18.299,2.0331,2547.5,92.587,1057.5,142.48,-23.43,51864,2.6895e+05,15,62,254,36.51,10.396,1.2628,1779.1,56.846,1142.7,45.444,-9.0078,70607,2.8738e+05,23,96,314,12.946,3.1458,0.36822,593.16,46.246,188.16,16.725,-7.3631,28856,54647,1,97,296,82.775,17.003,1.9727,2283.7,89.456,805.8,121.93,-16.472,64818,3.4398e+05,1,75,357,15.589,3.9892,0.46412,1642.5,9.4105,964.7,18.851,-10.146,71221,2.3387e+05,42,94,302,4.3904,1.0655,0.12398,342.05,2.7427,139.71,5.6678,-4.2762,22147,30590,1,93,251,57.487,15.151,1.8326,2566.6,39.471,1949.5,71.48,-10.678,97159,2.7579e+05,28,98,226,30.676,7.0437,0.82336,923.57,42.571,386.95,41.471,-9.7415,25110,72394,1,82,210,8.498,2.0931,0.24074,577.42,46.581,112.28,10.475,-9.3114,26900,39359,21,88,269,55.402,13.207,1.575,1827.1,92.348,998.73,74.896,-14.777,56522,2.0434e+05,12,93,261,42.624,10.747,1.2785,1360.5,148.16,470.69,56.121,-15.384,34992,1.4804e+05,3,97,319,42.868,9.7238,1.1345,1204.1,155.82,451.91,58.677,-15.865,28749,90754,5,91,230,2.9713,0.74914,0.074987,870.69,-0.69316,840.28,3.9472,-1.8977,1.0705e+05,33489,9,145,184,0.78464,0.16781,0.027193,214.02,0.28907,198.74,2.6821,-2.8339,46271,8954.9,4,238,282,99.724,27.88,3.3735,3473.3,97.882,527.71,119.38,-30.616,90265,3.8374e+05,4,107,358,25.157,8.1836,1.0416,1172.9,6.0887,1081.9,30.642,-20.369,45682,17970,5,133,149,49.911,17.116,2.2531,2369.6,34.815,647.18,56.273,-14.372,99167,2.8712e+05,2,151,359,5.8228,1.4734,0.17364,176.31,3.3222,8.3252,7.3883,-2.6568,3984.4,11595,5,98,313,3.8591,0.64071,0.068205,-271.9,0.68404,-376.28,6.4522,-4.5292,-7621.2,-11120,2,26,60,1
87.587,14.891,1.6018,1912.9,61.593,1182.4,126.54,-15.232,22791,3.4536e+05,4,27,288,71.32,12.806,1.4308,1883.8,51.19,1139.9,110.4,-7.7932,40741,3.6957e+05,1,39,308,16.37,3.0931,0.34418,591.3,35.014,208.01,25.859,-6.6799,14824,47248,1,41,184,75.279,13.656,1.5306,1873.7,53.373,751.62,115.51,-7.6414,39784,3.6144e+05,2,38,360,17.878,3.7808,0.43604,1032,5.9634,645.62,28.744,-6.1232,27854,1.2108e+05,10,43,203,1.3422,0.1537,0.015012,233.1,1.5455,123.11,2.9352,-2.0748,3950,22673,18,36,179,78.2,15.635,1.7846,2378.4,37.272,1844.4,122.21,-11.032,54092,2.1588e+05,10,43,150,35.593,6.1372,0.66969,770.82,27.41,280.53,52.149,-8.4005,11075,91552,1,30,262,14.618,2.5996,0.28388,581.46,32.122,143.52,23.506,-9.1848,9991.1,45752,9,32,222,69.267,13.381,1.531,1727.5,77.414,1040.7,108.4,-11.007,35780,2.733e+05,9,42,271,50.042,9.6383,1.094,1168.6,114.06,420.62,76.869,-13.486,21235,1.1924e+05,3,41,236,56.935,10.229,1.1324,1197.2,133.5,368.31,86.94,-15.182,17348,1.417e+05,10,35,301,3.4429,1.0356,0.13285,658.5,-0.54939,632.9,5.2629,-4.2508,46916,18138,1,82,110,0.5383,0.1362,0.029991,53.92,0.066524,57.209,2.5302,-1.8472,12314,2467,1,300,343,187.06,33.941,3.8344,3937.8,169.64,555.44,280.35,-30.515,77068,5.173e+05,1,41,353,24.764,5.6055,0.68886,1352.6,-5.4541,-982.41,52.984,-19.534,59293,21181,1,67,319,58.938,20.121,2.6716,2796.9,22.296,657.73,65.736,-15.359,1.2156e+05,4.0045e+05,7,91,359,7.074,1.2158,0.13179,132.51,2.4851,7.6925,10.349,-1.2904,1593.5,11011,1,31,250,33.282,5.0864,0.53964,-172.93,0.33341,-780.73,72.062,-76.768,-6896.1,-12611,1,16,38,1
61.162,11.038,1.24,1620.8,29.795,1517.3,94.328,-5.4148,35411,2.2065e+05,2,37,185,44.207,8.4592,0.97684,1470.6,24.597,1469,69.43,-1.4169,2.8947e+05,16169,2,220,231,3.2087,0.56001,0.061195,296.43,9.707,210.38,5.1365,-2.4796,10951,34159,1,45,201,18.719,3.8452,0.44617,775.67,12.924,460.6,29.25,-3.846,23316,1.216e+05,1,45,264,4.8997,0.93649,0.10471,860.28,2.9463,561.35,8.8306,-3.9219,24314,1.0654e+05,12,42,203,0.74754,0.10575,0.0010017,281.49,0.80766,135.67,2.1001,-2.1002,4394.1,29680,21,37,200,69.23,15.059,1.7916,2386.4,28.746,2111.3,104.04,-5.3895,75183,2.124e+05,9,54,150,11.008,2.0616,0.23323,340.23,9.179,203.42,16.902,-2.7327,7240.8,27274,1,35,141,7.0117,1.3626,0.15237,505.67,14.404,194.86,11.69,-4.5292,13765,58881,4,37,250,19.407,4.5462,0.55626,755.85,19.732,609.73,28.668,-2.429,26895,81973,11,60,184,15.748,3.5129,0.42421,495.3,24.124,410.86,23.278,-1.1639,17685,65265,6,62,208,17.354,3.7327,0.44316,500.49,36.944,336.53,26.112,-2.8845,14594,52292,2,53,187,1.0749,0.18988,0.020442,512.97,-0.46774,486.25,3.593,-1.9989,38120,29087,17,94,152,0.57431,0.11968,0.026575,30.933,0.023517,31.236,2.505,-2.505,4695.3,888.43,1,300,330,100.16,20.814,2.5232,2631,32.72,921.28,152.8,-19.888,74887,4.3412e+05,1,54,352,11.612,1.8473,0.21384,216,0.47454,197.55,27.909,-17.611,5814.5,3114.6,1,68,83,31.353,11.905,1.6382,1772.4,13.484,1084.7,34.108,-5.5413,88264,2.9258e+05,5,103,314,0.97756,0.16839,0.018751,17.509,0.31534,11.285,1.5182,-0.22769,428.51,857.21,2,45,105,27.18,4.1008,0.43339,-28.934,0.05197,-573.35,56.653,-65.585,-3143.4,-6609.4,1,14,33,1
98.093,16.608,1.7785,2169.6,62.251,1259.3,146.27,-17.535,22803,3.7082e+05,3,24,281,75.024,13.724,1.532,2008.8,48.813,1273.2,116.11,-7.8692,37571,3.6914e+05,9,37,283,19.371,3.7452,0.41682,683.69,37.796,221.21,28.744,-7.9198,14966,53558,1,37,180,73.415,13.144,1.4567,1786.7,45.885,626.86,111.79,-11.412,31265,2.9796e+05,1,33,352,28.581,6.1848,0.7257,1389.4,8.1852,988.12,43.875,-5.8955,40900,1.8839e+05,7,45,216,2.7107,0.55283,0.061646,224.07,1.7679,116.25,3.9472,-2.1255,6495.4,20155,6,41,176,103.63,19.824,2.2424,2916.2,43.436,2258.6,159.15,-12.5,61363,3.2423e+05,6,39,171,43.086,7.3056,0.78901,876.75,26.677,266.68,61.46,-9.8934,11521,1.1863e+05,1,28,346,18.549,3.3328,0.36426,610.92,36.698,131.31,28.693,-9.3873,10808,48349,4,31,240,76.573,14.098,1.5862,1785.3,81.718,1034.9,117.3,-11.133,34063,2.4561e+05,8,38,238,49.062,9.2058,1.0372,1109.5,105.3,410.64,75.124,-10.475,21069,1.1895e+05,1,40,239,62.211,10.866,1.1856,1251.8,140.59,370.52,93.291,-15.004,15699,1.3872e+05,5,31,285,7.4396,2.2701,0.30685,846.96,-0.66402,766.82,9.9692,-3.3146,57417,61908,12,92,168,0.50959,0.081016,0.012029,45.33,0.058213,45.557,2.3278,-2.3025,10726,856.9,1,296,315,167.22,30.357,3.3828,3505.8,1576,555.91,251,-31.224,57738,4.4246e+05,1,37,338,23.339,4.9936,0.58925,672.53,4.8257,-2339.4,48.632,-20.166,18131,-3.0341e+05,2,61,358,51.982,17.089,2.2408,2376,27.627,779.03,58.399,-11.538,97335,3.5504e+05,2,87,339,8.8398,1.5148,0.16221,162.09,3.0326,8.6793,13.157,-2.2773,1378.8,10818,4,26,249,17.888,2.6147,0.27554,-151.27,0.487,-558.54,40.029,-48.632,-4081.6,-10673,1,15,40,1
63.458,10.897,1.1789,1342.3,3.9686,718.06,92.279,-8.4258,18100,2.6281e+05,2,29,328,50.184,9.9927,1.161,1440.7,5.4219,741.66,75.579,-5.1365,40584,2.9126e+05,2,49,347,7.4724,1.6444,0.19144,344.1,4.4914,206,11.108,-2.5808,11055,38164,2,50,199,45.625,9.0145,1.0501,1218.9,7.677,413.94,70.24,-5.9967,33133,2.1356e+05,1,47,356,7.7404,1.9291,0.33142,819.87,1.2446,852.43,11.31,0.45538,2.0801e+05,50186,9,300,360,0.64179,0.12982,0.014443,41.357,0.12372,7.604,1.0122,-0.63262,962.33,2053.9,14,42,139,75.734,15.742,1.848,2211.8,5.9613,1601.5,115.23,-5.4401,61025,5.5428e+05,6,49,358,19.325,3.4516,0.38241,438.89,5.9649,132.93,28.162,-4.0232,7475.7,44649,2,33,223,6.8204,1.3882,0.15747,345.33,2.9042,196.32,10.374,-2.4038,9026.5,40121,5,39,205,45.851,10.027,1.2443,1413.3,15.297,1408.4,69.684,-1.923,63174,18353,9,70,83,32.414,6.9957,0.85389,922.56,25.705,238.48,48.682,-4.5545,33227,1.3234e+05,3,62,311,36.442,7.2553,0.85208,904.49,34.161,319.5,55.944,-4.0737,23439,1.6558e+05,5,49,351,1.9466,0.75444,0.11163,370.8,-0.41392,366.93,2.5555,-1.1133,54717,15466,17,181,223,0.53166,0.14502,0.028581,3.3021,0.0052137,-1.1512,2.5303,-2.3278,-4584.8,10.692,1,286,301,73.025,14.874,1.8048,1878.4,33.931,438.71,110.88,-11.665,53063,2.6423e+05,1,53,349,15.863,3.9274,0.46918,781.92,6.6089,-986.46,35.12,-17.231,28672,-52060,2,64,314,28.637,10.085,1.3611,1408.2,10.006,517.7,32.033,-6.9835,63814,2.2414e+05,1,96,358,2.4753,0.42895,0.046821,47.392,0.90118,4.0239,3.6689,-0.48069,1045.5,3656.1,1,41,210,20.567,2.9329,0.30893,283.33,-0.34039,-153.68,47.721,-58.044,1592.1,613.41,1,14,33,1
119.84,21.809,2.3986,2836.6,83.45,1445,181.93,-23.835,52751,4.355e+05,18,69,320,41.748,10.584,1.3125,1857.2,43.901,1329.8,60.296,-5.2882,98181,3.3745e+05,2,110,335,16.697,3.7645,0.42911,698.26,32.28,269.66,21.355,-6.5281,34157,69812,2,105,285,78.028,15.535,1.7817,2170.8,46.948,766.85,116.49,-14.321,66222,3.1143e+05,4,83,345,25.673,6.7698,0.81383,1576.5,10.358,1197.6,30.945,-6.1485,63561,1.8394e+05,54,109,248,2.9032,0.37437,0.028636,302.51,1.9209,159.6,3.9978,-2.6568,27350,27043,2,107,239,68.561,17.103,2.0531,2882.4,39.722,2304.2,86.864,-9.9692,1.0138e+05,3.2285e+05,54,108,238,33.326,7.3169,0.84298,968.32,33.572,301.57,46.051,-10.146,25057,84367,1,85,250,12.176,2.8209,0.31539,691.82,41.213,209.2,14.954,-8.6282,20799,60455,56,98,283,58.548,13.818,1.6555,1885.4,86.902,1170.5,78.691,-10.374,55337,2.7271e+05,55,106,307,33.498,8.3116,0.99818,1085.3,93.469,437.39,44.204,-10.222,32753,1.324e+05,1,109,333,43.615,9.9936,1.1707,1246.4,140.58,419.47,59.208,-13.309,31324,1.2401e+05,2,101,296,1.1993,0.029595,-0.032514,939.32,-0.71995,848.97,1.8218,-11.184,93299,83944,39,141,234,0.55388,0.12116,0.021081,4.4532,0.004274,5.6173,2.5555,-2.2519,-2071.4,31.705,1,290,338,132.15,33.239,3.9114,4033.6,55.479,4033.3,162.19,-29.275,92615,80666,5,106,126,13.615,4.873,0.59752,637.58,1.5743,-1346.7,18.749,-24.215,18089,-58279,15,135,305,62.615,23.182,3.1356,3326.6,32.832,1090.4,67.837,-17.965,1.5865e+05,4.0913e+05,1,160,360,3.7076,0.88772,0.10397,105.06,1.9693,9.8427,4.8075,-1.6953,2054.4,6761.9,2,101,285,14.99,2.4999,0.26761,-570.41,0.81658,-797.22,24.316,-14.397,-13769,-17231,12,31,56,1
79.629,13.429,1.439,1831.3,47.791,1365.5,115.84,-10.804,21609,3.1574e+05,2,25,250,68.468,12.493,1.4017,1911.4,41.033,1361.2,104.7,-7.9703,40331,2.9427e+05,6,39,229,15.535,3.0319,0.34244,557.2,31.781,238.57,23.456,-6.4775,14240,77619,1,42,307,67.741,12.555,1.4173,1721.4,47.845,655.6,103.84,-8.0968,36910,2.9259e+05,1,39,336,5.0236,0.94095,0.10365,945.6,4.0639,587.01,8.1981,-6.6545,22325,1.5607e+05,9,34,289,1.3828,0.23008,0.024761,297.98,1.3138,152.44,2.4038,-2.3025,6543.2,29274,14,37,184,99.104,19.059,2.1694,2834,34.516,2254.8,153.89,-11.285,63714,2.9218e+05,8,41,161,24.774,4.5567,0.50985,618.64,20.208,314.83,38.258,-7.0088,11171,41641,2,34,132,9.8929,1.8505,0.20439,466.71,21.215,138.35,15.46,-6.2498,10165,36574,4,33,193,56.279,11.39,1.3206,1500.9,54.126,913.57,87.648,-9.5138,34279,1.6451e+05,1,43,192,51.344,10.195,1.1842,1266.8,100.25,468.81,78.615,-10.349,29392,1.9854e+05,1,46,348,45.66,8.6208,0.97098,1026.7,119.55,359.2,70.594,-12.196,17288,1.0034e+05,1,37,229,5.092,1.6376,0.22765,674.06,-0.58436,560.88,6.0979,-2.5049,50503,1.5573e+05,14,101,359,0.57408,0.15787,0.039648,130.04,0.12546,131.86,2.4038,-2.4796,31544,4194.5,1,292,325,212.01,36.696,3.9475,4049.1,66.694,4048.7,305.38,-30.085,93006,60733,1,42,57,30.023,7.5731,0.94981,1078.7,2.4724,-1234,60.397,-17.408,35621,-37043,1,71,316,96.305,30.768,3.8356,4023.5,37.875,4022.6,109.81,-24.038,1.7652e+05,44254,5,88,99,11.427,1.9577,0.21117,212.45,3.8731,8.3875,16.826,-2.3784,2147.9,22439,1,28,333,17.131,2.4379,0.2552,-36.145,0.076468,-443.92,39.776,-51.744,-2175.3,-5529.8,1,14,34,1
114.33,21.556,2.3898,2847.5,70.406,1206.3,171.83,-27.681,52298,4.3944e+05,20,67,352,42.928,12.081,1.4792,1976.7,46.133,1287.4,58.55,-5.7184,84556,3.6152e+05,14,105,339,14.536,3.4138,0.40016,603.18,39.02,256.56,19.103,-5.4401,28768,48937,2,105,231,65.757,13.794,1.6078,1896.4,57.459,685.6,95.416,-13.992,59574,2.7497e+05,1,84,357,19.528,5.3016,0.6336,1537.2,5.8134,959.93,23.557,-8.8812,67205,1.8585e+05,46,103,268,4.37,1.0002,0.11524,278.14,1.7091,131.18,6.0474,-3.2388,18755,26098,1,104,259,75.296,19.098,2.3159,3009,37.605,2379.7,97.213,-10.779,1.1273e+05,3.409e+05,30,104,236,34.11,7.5542,0.87472,975.08,31.693,324.95,47.493,-8.6029,25128,99361,1,85,279,10.36,2.5754,0.29852,578.55,29.449,121.1,12.904,-8.6788,25822,43765,20,94,288,46.556,11.588,1.3923,1609.6,64.688,898.57,61.207,-11.538,50276,2.0635e+05,24,103,295,31.847,8.3293,1.0027,1084.6,107.05,420.33,40.965,-10.096,30828,1.3617e+05,10,107,344,34.454,8.1977,0.96656,1032.5,126.96,375.8,46.582,-12.322,25818,1.1301e+05,1,100,323,3.5377,1.0773,0.13711,589.06,-0.53211,496.58,4.6304,-4.6304,78237,64918,1,167,287,1.1192,0.18557,0.019722,87.244,0.10445,68.899,2.7074,-2.3025,18621,2098.6,1,275,302,88.036,25.517,3.1418,3246.8,64.826,685.73,103.97,-18.42,93617,4.1442e+05,2,117,360,16.016,4.698,0.55093,904.86,-11.771,-2668.4,23.987,-34.184,51135,-2.7981e+05,11,132,353,50.178,18.092,2.4567,2576.8,20.816,950.67,56.324,-13.36,1.2105e+05,3.2903e+05,3,166,360,2.3016,0.5855,0.069105,69.279,1.3029,6.7562,2.9605,-1.0627,1361.3,4455.9,1,103,265,6.4652,1.0748,0.11455,-288.06,0.53939,-430.54,10.425,-6.4016,-6664.7,-10327,12,31,60,1
39.695,6.7086,0.72032,1100.5,54.85,632.83,59.006,-11.234,15943,68868,2,26,113,42.142,7.7959,0.86618,1334.7,47.121,994.7,65.711,-6.6799,28864,1.318e+05,1,37,156,1.1359,0.16334,0.016981,180.27,17.129,5.5792,2.4797,-4.4533,5467.6,7016.4,1,34,219,21.875,4.3263,0.49116,755.31,35.732,358.72,33.399,-5.4653,19019,1.0199e+05,1,40,257,1.6027,0.23269,0.024234,932.09,3.6101,265.99,2.8086,-10.374,14686,81385,10,26,209,0.1664,0.0015109,0.00015177,282.64,1.0674,277.48,0.075923,-4.4026,565.14,4204.4,1,3,18,85.059,16.412,1.8508,2464.9,55.103,1654.2,132,-15.283,49662,2.4341e+05,9,39,167,6.9506,1.2721,0.13995,230.89,7.3683,50.985,10.576,-3.8713,4366.6,14032,1,30,159,3.3351,0.57791,0.062243,344.42,19.462,42.053,5.1871,-6.6799,8171.8,19056,1,28,204,18.675,3.9773,0.45715,629.86,30.565,342.5,28.061,-5.5665,15835,61589,1,44,190,17.66,3.7665,0.44966,518.83,58.02,295.41,26.795,-3.4918,16548,67662,1,56,244,16.542,3.4202,0.38994,435.88,63.12,192.89,24.898,-5.1112,8318.7,36411,5,42,183,1.3344,0.26463,0.028613,421.31,-0.34552,191.79,2.5303,-2.5556,16078,69521,16,56,303,0.60651,0.085384,0.012509,40.636,0.03929,37.448,2.176,-2.4038,6523.7,980.32,1,210,237,205.13,36.42,3.9842,4049.2,76.94,4049,309.17,-48.581,56570,44540,1,35,46,15.305,2.5977,0.31145,546.13,2.4215,520.88,38.03,-17.13,20538,7451.8,1,62,76,65.508,20.95,2.6901,2814.2,27.734,640.08,74.466,-16.953,1.0131e+05,3.7218e+05,1,82,348,1.5277,0.26235,0.028332,27.201,0.49921,12.753,2.252,-0.35423,262.3,1502.5,1,29,105,19.857,2.9482,0.31165,-229.99,0.712,-611.7,44.229,-49.72,-5517.8,-8635.8,1,15,34,1
